Gene,ACC,BLCA,BRCA,CESC,CHOL,COAD,DLBC,ESCA,GBM,HNSC,KICH,KIRC,KIRP,LAML,LGG,LIHC,LUAD,LUSC,MESO,OV,PAAD,PCPG,PRAD,READ,SARC,SKCM,STAD,TGCT,THCA,THYM,UCEC,UCS,UVM,Stouffer's Z
AIMP2,-0.848612155335128,0.551966498853998,1.38224816974272,1.30598972542066,0.0784132185863795,0.491792470872993,-0.260408923747957,-0.639608531638285,1.31122899283796,1.64081605106785,0.896563538046385,0.736218651477257,0.264678430437953,-1.49346410320749,5.78057519386607,-0.445952594232241,1.50377436242798,-0.360009457933764,1.80986666324554,0.544467064167658,-1.59209750684047,0.158256505517264,0.659195334476166,-0.597758860119864,0.869484479827359,1.26984587937834,1.54913376468524,-0.0423823637713787,1.05878995505266,-0.047428199098925,0.686871836571506,0.66810683529043,2.00968070487857,3.63826507199796
AK2,0.833522379250277,0.513245381025569,0.214386769369239,-0.108119421526905,-1.01093888409306,-0.0164827758534792,-1.71960525579742,-0.491525169162621,0.972841938803848,-1.98464404821847,1.49416253567687,-0.571802335409525,-0.264196362950976,2.0589768265681,5.75877734031085,2.19142251379318,-0.988873563158312,0.708171731751281,-0.253336901588925,-0.739909804043897,0.617038684108831,-0.42890130799784,-0.69277475436594,-0.969867329824147,2.28362800877496,0.327646501320436,-1.61020239991376,-0.371839506454791,-1.13459785265833,-0.643121477065789,-1.45405608691557,-1.28707780018264,-0.373516181061565,0.149433724606832
AK4,0.545043052628825,0.965371788254141,1.07934072021157,0.933661365174569,-0.13638695219218,0.135345272653111,0.625465382330284,-0.225472133940317,0.932650046612539,-1.62443281390511,1.45028838742979,-0.536457568963261,1.37561256154048,2.62545962216599,5.93691253991078,0.684646173314862,-0.67686003960557,0.149824217391165,0.993181746881516,0.442118274191312,1.32774841532762,-1.49743809286403,-0.286551533878872,-2.59004351045539,2.35039924170507,0.24826176928195,-0.434902784095487,-0.0320518457848402,-1.16052918453702,-0.877129182093955,0.312065028306764,0.470141274275308,0.0005736710262966,2.35106756411425
ALDOA,-2.55519699443109,1.09604778050262,-0.571963631574194,-1.34341690334642,0.548758089045034,-1.5416515349919,-0.924280249280985,-0.5342767981351,-2.0540611361132,0.284464162145546,-3.12023087133243,-1.46796678579075,-0.0599182659392462,-0.392137957116342,-0.300335200899341,-1.03251336314725,0.386914720451894,-0.757214358681561,-0.172864572523074,-0.44448009770729,1.30872433152279,-1.59099493970147,1.77645259772924,0.533872569831397,-0.409500431670228,0.568466596499766,0.637505243062938,-1.54694782361675,1.61878128797328,0.751509120676199,0.725157406752098,0.94070224992539,-0.299062043662225,-1.73062048675437
AMD1,0.549115223195025,1.17318395522398,1.89167203987574,2.03571447376343,0.635237220760615,-0.120306904113986,-0.282315814452147,1.96487840715808,-1.65439701007241,0.846034634247446,-0.735157274672089,0.896456991843216,1.79339010935849,-0.154744373478579,-3.96187338196399,1.39775561875611,-0.145593634370355,0.949896783336197,2.80207035278562,-0.0371876959978268,-1.78514934285242,0.570632822648419,-0.524177258890292,0.546209206757387,1.09027234292823,-1.33572823043146,0.103076714981109,0.583649813891398,-1.86634987888063,-1.66763660794723,0.217867547870735,-2.59905128943378,-1.02427988717814,0.374818033526629
ANP32E,3.18584024921744,-0.848865394603338,2.55515794258615,1.07927657092368,-0.638774117464559,-1.03662245722395,0.953754367422385,1.04554976436649,-0.850050011614472,0.193089412156047,0.658648396064604,1.70265763027799,5.64883797481142,2.64042257617886,0.791841444020981,1.69180934181424,1.14491557811012,-1.10963049382442,1.31427511354074,-0.413463325118786,-0.127497840608521,-0.341327055438715,2.40438845179021,2.98145201326729,1.68832145448174,1.30739942970765,0.461538730252284,-0.617507762870304,1.50063901922884,2.16181436380393,0.778299540298377,-1.61006029975815,3.08007513147836,5.81005165943988
AP3S1,-1.50129721558943,-0.000460213864476,-1.43421268273382,-0.691112330398949,0.0344868191829789,-1.0324061230034,0.706938481269489,0.900476145371033,2.37307951132007,-0.941985656197236,1.39079081934166,-2.955666364878,0.372997228814391,-1.89767996535918,0.803675375267614,-0.309731071659262,0.67889657866323,0.809071023010099,-3.13854013120293,1.90072293129329,-0.240570756005466,-0.0466246314116381,-3.20933101734906,-1.05654202561369,-0.87240836823753,1.0361691483816,0.408457770098201,0.150231615671849,1.65696581297657,0.946687312124678,-0.400662734097234,1.91481982164435,1.83506354666352,-0.31502856837975
ARID4A,0.566268211737722,2.03601264501423,-1.06706128128431,0.577742131191496,-0.716713441440814,0.991349107283001,0.12895874243692,-0.276929018566332,-1.21160652868754,0.0375929411894805,-0.0697678226528211,0.223549549949363,-0.59191825134084,3.36505708210707,-2.00407597786202,-0.0749553435550418,0.810712724787475,-2.20020860676681,-1.98709513189534,0.0905201621954087,-0.769313621111469,1.89463926236046,-0.785351840529474,-0.12710544977465,0.232052744967996,-0.0869979623003223,0.740304106544178,2.01776601923564,0.020369421205236,0.926189633509659,-1.05056396983957,1.35531923355886,1.74202933335875,0.824565610382927
ARPC5L,2.31478729369116,0.306721666633715,-0.180500678063019,-0.0007496193725753,-0.496641649378425,1.83198294127664,1.60861000477869,-0.544345513752081,-1.10736825499118,0.0994422409213861,-1.78651201876325,1.11301093679997,-1.10316083492291,0.4680355931985,-0.299744807049729,-0.433483937965382,0.33995446644208,1.40803449854771,0.28235586651872,0.515893295641389,-1.82217739039302,-0.839547955101642,2.52279780310338,-0.5213305185377,-0.783520907609601,1.28724807010108,-0.911649475876811,-0.204573814938153,-1.35005783495263,-0.864398361386268,-1.54421738422919,0.58199359552111,-0.897014149456464,-0.175840511404857
ASF1A,1.10427299578689,0.455452917129421,1.29422797147191,1.8108058058153,0.636156169590809,-0.154150770819295,-0.198507986400454,1.76855183858723,-1.56216646846905,-0.074826152769914,-0.721528398128156,0.501504906132368,1.79311615474787,-0.127595882188339,-3.44237678791506,1.18795956060475,0.269041964732903,1.54243809224582,2.10200388356673,-0.0471387492022114,-1.60233743436233,0.465186431153875,-0.83965625765788,-0.126891555314803,1.19690332290101,-1.33920486329224,0.368811804603439,0.492461000255614,-1.86362805694381,-1.65951690325074,0.469682326430352,-0.387723078370917,-0.960996747063653,0.409140120531872
ASF1B,-0.336660853381147,0.294235220128075,0.480621300236066,-2.47011214954837,-0.82152935656357,0.888941472909167,1.24404293439629,0.276695218076242,-2.20826078301885,-2.46919692488488,0.535326132712164,-2.4340403168434,0.41780682205918,-0.111760538666534,1.33861157651423,-2.11788645460012,-0.881011572191233,-1.32300045247171,0.114761221414085,2.11819024751272,-1.02760577488761,-0.604219707792863,0.163720300375896,0.46371179598053,-1.02930704398212,0.797755152973939,-1.49786350155491,-1.20092608225579,0.101499216401426,-1.60449214410322,-0.407797466621613,0.495267164564331,0.842606835301872,-2.08403654872257
ASNS,-2.7090844718446,-0.958214666341035,0.221128036143315,0.216859438834837,0.255032758364719,1.7194546207497,-0.190506358291384,-0.262239946997122,0.571992008488499,0.987143105462075,2.05899656478441,0.731798704334298,0.559350929463085,-2.21476625046697,4.97770471260934,-0.542203064021517,0.0715155959456127,-2.1359725168482,1.1396803377919,0.837436363154215,-0.311611668850486,0.584147149466104,1.25306479317496,-0.614315831968979,-0.763994579564705,0.486590873948774,1.4825543351799,-1.21174646055221,0.853230244688017,-0.706252878083177,1.85711425594108,-0.393083271665852,3.37641335556676,1.95440748224087
ATAD2,0.0730430949642244,0.327879848981208,-0.127872750015392,1.19458775071767,-0.950173243095468,-0.656917852105872,-0.180968950662202,-0.693716294999608,-0.853644271332921,1.27968199025008,0.376501616351721,2.14473266013417,3.98356593582263,0.95098850078512,-1.12228085311972,0.609765737789236,1.8138439649462,-0.202857009696352,1.655372335643,1.45269294907761,1.58631902440922,-1.0659077170163,2.68844743824523,1.3843828848497,3.23379789691709,0.517537124878494,-1.85736847976556,-1.63481665172005,2.30287970745944,2.47409243606651,1.05130966171203,0.589554947337014,3.00812198131075,4.41331690070396
ATF5,-1.12936998389013,-1.3461082759593,1.28664841003277,0.723139010481209,0.491800971865909,-0.659258574383355,1.61543711117424,1.02363465255189,0.594644136545411,-1.06663209331742,-1.82122204865431,-1.13092305998962,0.687577024455378,0.121336679161115,4.53829283653989,-0.395722248374092,0.287924495993592,0.143492694754149,3.28476738904527,0.537321690018854,-1.28428686407929,-1.12296419961327,1.13335882937948,1.67717935047562,1.4140504140022,0.542350538044907,1.041465029607,-1.05669128855483,1.87575415725062,-0.362562282813289,0.36272130200693,0.804823058680255,0.77400470355908,2.36501617302137
ATP2A2,-0.551370577749966,-0.396888181600972,0.368793479687202,-1.08128546831201,1.25968243361572,1.18840417673908,0.2745791004535,-0.16588811571231,1.08355589285895,-0.610897322615951,-0.799896406467866,1.59465107490329,0.681728259060387,0.607326362736414,0.868397523291056,-0.139757532149849,1.26079577882903,0.131697122247686,2.98532159386941,0.458225170180878,-0.610388301894816,0.367286878514995,0.188405219854119,2.36976001284132,0.180267549396054,1.95430860632599,-0.0466153407584008,-0.545546663845806,-0.0946144763268696,3.43884629484511,-0.253392455578731,-2.46729120818303,0.301769298561838,2.40226639114677
ATP5MC1,1.84521835629248,1.01879916556207,-0.663546489713222,-0.0503763270944287,1.95352996246321,-1.0218683997211,-0.115136767238343,-1.96749687892576,0.183246562630292,-0.168103678384542,0.986632097207625,2.33173185441074,1.74260402011915,-1.30835465734148,-0.300580579689382,-0.515220110320763,-1.22625947974201,-0.175177282911412,-0.665252684265854,-0.110589045146627,-0.971440506818047,1.15230834586733,0.045157810367817,-0.694516259321211,-0.658881341699228,0.293083541086044,0.504646351763563,1.00605319311641,0.292413504509257,1.2770673563559,0.730589752038387,-0.337727695596891,0.770659618921318,0.902281623111026
ATP6V1D,0.504804404659045,3.06032667525957,-0.874653636811105,0.846573905490489,0.702691819713367,1.18156084391509,0.042098750601298,-0.175668078308578,-1.08967115354746,0.343739647017191,-0.0895669647818651,0.671087275802978,-0.79519920335346,3.29633236098424,-2.41323745197374,-0.394815711945491,1.02478307011464,-2.34994522089347,-0.750188641738338,-0.16079481116587,-0.646692487809488,1.98274032302433,0.0754388714166255,0.0472838548823948,0.365342883154017,-0.35745844658203,1.24285134349536,1.88816588569877,0.0378433330214228,0.846596476720425,-1.09082014303046,0.902710906939431,1.7452264639285,1.6745377735057
ATRX,2.23246402030916,-0.582873190311466,0.599377851550371,-1.40010150296461,-0.506897549225609,0.807396568601354,-0.707705119419006,1.34234722679799,3.37032537328857,-0.156962119935637,0.285415956944692,-0.650627569643316,-1.96276544180532,-0.851230950797544,-1.89528430320161,0.238268010104942,-0.242561168203984,-0.779459165301193,-1.70356151973461,0.150362917902768,-1.05193569098143,0.0299983984445357,0.303055104535619,0.0522727815760629,1.27140957032228,-0.282988716818819,-2.24587243349247,0.0080893229536381,-0.0435318515605777,0.414521838052024,2.03160517170638,0.0912229301309704,-0.769653889050257,-0.453625332260333
AURKA,-0.586829398397214,0.727390768474255,0.175609228050037,-1.40152359569249,-0.671098180597673,-1.4437738933952,-0.804383845281189,0.416058815102173,-1.39701145808156,0.698179554897995,0.167255026882733,0.758491593178707,0.585265408432789,0.768917955387974,2.77348837487445,0.878987927681869,-0.221513004945495,-0.278376520112423,1.8554685703511,-0.0973516891981375,-0.783017123830992,0.355441454214271,3.80178388395304,-0.404639591975599,1.42160771321761,-0.052548018721026,0.994551243305906,0.462942787273906,1.06260039569102,-0.170703029238295,0.146220252506884,1.37978082338394,1.68575699387532,2.22872135078629
AURKB,-1.42553577728988,0.581746688491633,-1.59684896093528,-0.932540394541311,2.11480017869008,0.795395526063676,-2.46748402353845,0.213524793621607,0.120792313770272,-1.74036819652357,0.618403888988096,0.843658022942114,-3.436859675233,-1.88231099306453,-1.87372856011538,-1.42855054422754,-0.0338737648233901,0.731820679142948,-0.907151007635972,-0.805432376830598,-1.88883815364327,1.32929880151387,0.0305413871587081,-0.807673067123139,1.28636535863143,-0.311571195817993,-0.323911150238539,0.676612478815244,-1.59011893824896,-0.695293376377013,-0.857085187538139,1.40721547808562,0.877849244006414,-2.32866300307231
BARD1,2.76652972582414,-0.392310290414332,-0.709347830967367,-1.03070385866177,2.16694905413426,0.390532676782654,0.707289162917342,0.998631827572731,0.0883723007061621,-0.380329176900176,-1.40764479199469,-0.898294715420773,2.48764975021569,-0.0228358727227324,1.54114112999996,1.42786557723191,0.127479624570418,0.984372592628082,-1.22944322913618,-1.06796760639531,-0.570554003356009,-1.41516032677432,4.81563850067255,1.31530197958896,-0.980700131973046,0.253133062160135,-0.922149714246978,-1.64490234492304,0.513009517364041,-0.533882782495016,-0.192053283314533,0.236865027983442,1.56914593006216,1.56524143507029
BCAT1,-0.158649433417031,0.615786670900606,1.60312034661061,0.162001708005594,0.654004438577559,2.42660541377456,-0.391062223730121,-0.830890331521488,-0.289851514564917,-1.85333815422419,-2.3997009354067,2.2008260732709,0.66024560794686,-2.47612144962566,0.450794316279824,-0.595946753128337,1.5023850226516,0.867968846558998,0.907960963342966,1.70804615912519,1.02521817351376,0.669640142053584,-0.0364769590007537,-0.352112673758868,1.00832149383688,1.9117050056931,-0.145980949510087,0.494520304514986,0.0728521672697387,3.22076021876005,0.0728482280287984,1.38704227312131,0.557823913677644,2.55029790970354
BCL3,0.826955909223071,-1.76294487381772,0.538647002466026,0.116149782675846,-0.763942232328463,-0.992770256218217,1.6353956134706,0.134582244160432,-0.452120749069749,-0.580046405358703,-2.68400692041977,-1.05046985454989,0.624463269064028,0.143169224645416,4.83355891229462,-1.87193220960931,2.06538872511215,-0.0226791131864279,2.41122683220112,1.0908327939148,-1.81621047722185,-1.17237016911973,-0.873665390569775,2.03695041276368,-0.228273342343616,0.664095741034247,0.434063373779884,-1.01280890335597,1.87140184852337,-1.44837124439232,2.09216785345801,1.23283605717893,0.778234658577279,1.18329427864774
BHLHE40,-0.18355865953535,-2.07756200389378,1.51804621026986,-0.757798702846388,-1.48559882006559,-1.49562448732105,-0.85020895679288,-0.395707063527502,-1.33575107632034,-1.53152291863549,1.69488762066903,1.62135918037245,-2.05595096110491,-0.301103610619697,-1.3455242732594,1.2549567766746,0.348970582560341,0.756779223130858,1.20098956081287,1.60002685993298,0.637768049199631,-0.0467345715564891,1.48906112519908,-1.10658575122032,0.219677205325586,0.108307765696113,-0.610598044113128,1.26465688348197,1.30672393548858,-0.111193444312601,-0.87089907739188,0.0919654016821959,-4.17555669724528,-0.978891359580671
BIRC5,0.475903106891307,1.17076130938917,-2.45888608394473,-0.143617076478091,1.51066657590053,-0.804158635482418,-0.0138702510895945,0.648170869688253,0.950672604246375,0.658824226719735,1.12795776123081,2.74352871615465,2.38995439927272,-0.335688656661393,-0.468296330602758,0.673108258461299,0.544801319060524,0.186634856798427,-1.52812733817594,-0.573181358960642,-1.9039303191581,0.525188079166813,-1.63110579257717,0.285170568037293,-0.486507907663893,-1.09220232803698,0.692682270239253,0.411852724356109,0.249424146813645,1.3484014687511,1.57052747884059,-0.473227657618436,0.411666870345055,1.15989645929426
BRCA1,0.242911817804052,0.191317993823601,-2.18129801821999,0.336463588137864,2.45767570385143,-0.860327600765841,-0.148169343228326,-0.222818218021942,0.31071718701082,-0.646118193298674,0.980086743790914,2.28013437823197,1.76387025015029,-1.30734503374435,-1.29289835885233,-0.432706540039336,-1.62604021367577,-0.54559295805835,1.16828796478287,1.00080854333201,-0.168173394039018,0.835874097947105,-1.74857543454749,-0.955172537670018,-0.978282736191321,0.0486572226108356,-0.0419822557990904,0.91246592038378,0.283544645529228,1.24567516483874,-1.66731121601629,0.702627487177064,0.398861163436663,0.0586933838861149
BRCA2,-1.70677134760896,0.700125767201583,0.245395642139014,2.59849736263679,-0.146040401440774,-2.65019106922912,0.610254242807048,0.765635369075746,-1.03840415325873,1.80789752927859,-0.479414012016136,-2.61421359849896,-2.69327272581472,0.0507572074718437,-1.38202327223407,-1.56419668222166,-0.926899950568235,1.13287319606285,-1.72127622979347,2.19161312545483,-2.08205000473275,-1.1783257889142,-5.12101814219333,1.39534368146056,0.663460729555485,0.624529802435651,-1.28358056774217,-0.490651364824261,-0.866476257271343,-0.730468161448413,-0.889842688821445,0.422721631605679,1.20060076811255,-2.63821831109597
BRMS1L,-0.867519328318098,2.65007315008991,-0.277052980859358,-0.200318824001376,-1.26769943633733,1.17473043907191,0.0634076800447868,-0.168545245654342,-0.385931380287208,1.74745632687438,-0.176985346512561,0.627378888109508,-0.506470027497245,3.39043432362408,-2.76711212323608,-0.127130562586454,-1.1531968409297,-1.24917191990981,-1.72579255264881,0.11759019933327,-0.719182791011461,1.9276485154513,-0.586381951531618,0.299460108320702,0.588999533415774,-0.417699005758372,0.362011393454823,1.98870444812369,0.0365581945867788,0.687837849138164,-1.15004479793379,-0.0089981081646114,2.32590857008832,0.736864868050518
BTG2,2.781119364952,0.381215157633792,1.27857041212331,1.22200763144147,0.799936553174077,-0.404617216511503,1.60086502682246,0.444728594156013,0.640643575895459,-0.0474852096033887,-0.107696491201302,0.484272697200628,3.47203661397777,3.90594419533884,2.81118203327714,0.406433724405042,1.03021807883429,0.384463561057767,1.79227041527382,0.106644226415689,0.734227822293946,0.146591001930464,3.1916665081133,1.83771652508292,-2.00091170718479,1.81800400776135,0.578843013052569,0.456964382717001,1.57770989207416,1.89539204908612,1.30179249979523,-1.75899693665137,0.763618088650743,5.83601784055557
BUB1,3.70405716502348,-0.860226094893022,0.950895566515874,1.61658973749904,1.08800446116477,-0.157354519030894,-0.140209798578542,-0.109297101803002,0.174904799197808,1.59144450492584,-0.0164094526006429,0.602127711302006,2.93262504240774,-0.26117428078139,2.28004838484312,-0.751961215914519,-0.0175659710913926,-0.585560293580631,0.792775700973225,-0.0359309449451679,0.60021811981652,-1.45809312960573,1.92673207331297,1.38990894320633,-0.415217552676722,-0.179701187162235,0.421540705389659,-1.07901134570677,2.57263920635131,-0.409920779113493,1.12507571265813,0.676456744078081,1.35809034101071,3.36431203580652
BUB1B,-0.970082646390699,2.38381384558646,0.287096600362197,0.510642766704433,0.861932611586385,2.46413325616371,-0.248075489909801,-0.0282851446942029,-0.188698380702404,0.0740491122555926,0.130150574612203,-0.718096686009701,-1.13475433406843,1.26175815848604,-0.952172565735558,-4.46735770270648,0.0895326577275901,-1.1042318519585,-1.99550460139128,0.676141072782441,1.30614012232241,1.44124339923786,-1.398200987286,-0.0608226869558072,-2.05902002139508,-1.83271059033696,1.72717346758598,-1.2885500399733,-3.5925317757192,1.10966416365953,-1.55810577874481,1.54743688296855,1.61074594513943,-1.06458002516221
BUB3,1.15843701062751,-0.258633846427796,-0.0487206814296581,0.217879590044022,0.777869847208743,1.3668377155247,0.248165498121267,0.261336318656069,0.119325905047371,-0.831841572055252,-1.71086109200114,-1.19376991593827,-0.35972989149105,2.62312857862522,-6.32718024331179,-1.00623613362002,-1.19806991744708,-0.189075438559236,-1.58607529949338,-0.562689812363453,0.059122494412621,0.173837824013084,-0.135955568898941,1.28505010899581,-0.90922781856101,-0.637578459793845,1.23729516231018,0.913383320021561,-1.08228962531991,-1.20878892484656,0.162147161945416,-0.851962772331401,0.487021423263677,-1.56806524870977
BYSL,0.377152517863157,-0.300395616090517,-0.212997206996219,1.12136491701268,0.199372625471386,0.179058144718638,1.85000847852552,0.0707604726210818,-2.68224941822276,-1.61626707639369,-0.675616446346745,0.747852355085323,-0.385368490878345,-0.214597818789134,-3.66606666687383,-1.06926855343264,-1.82850548761939,-1.22166188761272,-1.61702053670264,-1.94687016124797,0.64610369451978,0.450026181631109,-1.28442869382803,1.81712756628422,2.56587761353449,1.92176624572634,0.647843870729534,-0.768946570883591,0.78159693185895,-2.01540006495981,0.790155049599178,-1.44294091827121,-1.89181487255474,-1.85816579595585
C1QBP,-1.80196466736914,-0.256560287583866,-1.10671590813795,-0.768290699838425,2.11351688942219,0.983910165814774,0.20436042014465,-0.256881173008043,0.385969956975608,-1.10901327885437,0.618419284385252,0.866472168024345,-3.10581778873128,-1.48406806027924,-2.33391924887283,-1.00289799277511,0.765359631507266,0.858875193419099,-0.764878460362084,-0.456818473310178,-2.05083648823355,1.33236212218855,-1.26275514553233,-0.500318509627202,1.67861418682796,0.932502417870739,0.385918039903234,0.636833608389603,-1.59245191608018,-0.752518285218601,-1.82973954133178,2.08070461685192,0.866581871966903,-1.34493186458854
CACYBP,1.82183444504816,0.170087558902576,0.77202375833828,0.935428643824013,0.281319311852,-1.02989465988443,1.25800605984917,-0.718824787201284,-0.617844574000188,-0.091980291748954,0.717807996970858,1.08800202181249,5.42420416526422,2.66237398853147,0.668880082652826,1.17077630876501,1.04088590763324,-0.56894659423892,0.84148324718244,-0.851681537172286,0.387337468713664,0.0445332202916189,0.98526895322291,2.51721186699729,-0.706037594011001,0.649517836756705,1.19529961971931,-0.0150649115664992,1.48065243677114,1.93566562058233,1.10306760990404,-0.890128406031162,1.84196829866291,4.43954303253417
CAD,2.67663641893279,-1.25613845292257,1.64364701405573,1.7971777042938,2.09563735010579,0.0819118781624368,0.413198698433947,0.854976010461395,-0.749993492726097,0.262180619642364,-0.110519682782915,0.268234129797083,2.62841135524035,0.678545821372595,0.229821950001227,2.37500208897478,-0.398159843022053,-0.909941342484656,-0.0560974207572631,0.132493246430297,0.617031647169075,1.1206894572437,1.7197078551497,-0.195602968803285,0.896034762259241,-0.344789240135313,0.0032684037274989,0.440176166307979,0.811759244499735,-0.700414408262124,1.57140729286406,-0.550682593536975,2.46359820209118,3.57019483182822
